no,bw_down,cfu,to0,from1,bw20,olt1
27.D24,0.009,RETAIL,24,CGW*.BDS,0.0631,OLT01**BAB*2
27.D25,0.009,RETAIL,25,CGW2*.BTC,0.0631,OLT01**BAB*2
27.D26,0.009,RETAIL,26,CGW*.BDS,0.0631,OLT01**BAB*2
27.D27,0.018999999,EBIS,27,CGW2*.BTC,0.1262,OLT01**BAB*2
27.D28,0.018999999,EBIS,28,CGW*.BDS,0.1262,OLT01**BAB*2
27.D29,0.028000001,WHOLESALE,29,CGW*.BDS,0.1893,OLT01**BAB*2
27.D30,0.028000001,WHOLESALE,30,CGW*.MDO,0.1893,OLT01**BAB*2
27.D31,0.037999999,MOBILE,31,CGW*.BDS,0.2524,OLT01**BAB*2
27.D32,0.037999999,MOBILE,32,CGW*.MDO,0.2524,OLT01**BAB*2
27.D33,0.009,RETAIL,33,CNGoogle,0.0631,OLT01**BAB*2
27.D34,0.009,RETAIL,34,CNFacebook,0.0631,OLT01**BAB*2
27.D35,0.009,RETAIL,35,CNNetflix,0.0631,OLT01**BAB*2
27.D36,0.009,RETAIL,36,CNConversant,0.0631,OLT01**BAB*2
27.D37,0.009,EBIS,37,CNGoogle,0.0631,OLT01**BAB*2
27.D38,0.009,EBIS,38,CNFacebook,0.0631,OLT01**BAB*2
27.D39,0.009,EBIS,39,CNNetflix,0.0631,OLT01**BAB*2
27.D40,0.009,EBIS,40,CNConversant,0.0631,OLT01**BAB*2
27.D41,0.009,WHOLESALE,41,CNGoogle,0.0631,OLT01**BAB*2
27.D42,0.009,WHOLESALE,42,CNFacebook,0.0631,OLT01**BAB*2
27.D43,0.009,WHOLESALE,43,CNNetflix,0.0631,OLT01**BAB*2
27.D44,0.009,WHOLESALE,44,CNConversant,0.0631,OLT01**BAB*2
27.D45,0.018999999,MOBILE,45,CNGoogle,0.1262,OLT01**BAB*2
27.D46,0.018999999,MOBILE,46,CNFacebook,0.1262,OLT01**BAB*2
27.D47,0.018999999,MOBILE,47,CNNetflix,0.1262,OLT01**BAB*2
27.D48,0.018999999,MOBILE,48,CNConversant,0.1262,OLT01**BAB*2
27.D49,0.013,RETAIL,49,CNIptv,0.084133333,OLT01**BAB*2
27.D50,0.013,EBIS,50,CNIptv,0.084133333,OLT01**BAB*2
28.D1,0.101000004,RETAIL,1,CGW2*.BTC,0.671,OLT01**BBE*5
28.D2,0.101000004,RETAIL,2,CGW*.BDS,0.671,OLT01**BBE*5
28.D3,0.101000004,RETAIL,3,CGW*.MDO,0.671,OLT01**BBE*5
28.D4,0.101000004,RETAIL,4,CGW*.PNK,0.671,OLT01**BBE*5
28.D5,0.101000004,RETAIL,5,TEL#_CGW2*.BDS,0.671,OLT01**BBE*5
28.D6,0.101000004,RETAIL,6,TEL#_CGW2**BDS,0.671,OLT01**BBE*5
28.D7,0.101000004,RETAIL,7,TEL#_CGW*.BDS,0.671,OLT01**BBE*5
28.D8,0.101000004,RETAIL,8,CGW2*.BTC,0.671,OLT01**BBE*5
28.D9,0.101000004,RETAIL,9,CGW*.BDS,0.671,OLT01**BBE*5
28.D10,0.101000004,RETAIL,10,CGW2*.BTC,0.671,OLT01**BBE*5
28.D11,0.101000004,RETAIL,11,CGW*.BDS,0.671,OLT01**BBE*5
28.D12,0.101000004,RETAIL,12,CGW2*.BTC,0.671,OLT01**BBE*5
28.D13,0.101000004,RETAIL,13,CGW*.BDS,0.671,OLT01**BBE*5
28.D14,0.101000004,RETAIL,14,CGW*.MDO,0.671,OLT01**BBE*5
28.D15,0.101000004,RETAIL,15,CGW*.PNK,0.671,OLT01**BBE*5
28.D16,0.101000004,RETAIL,16,TEL#_CGW2*.BDS,0.671,OLT01**BBE*5
28.D17,0.101000004,RETAIL,17,TEL#_CGW2**BDS,0.671,OLT01**BBE*5
28.D18,0.101000004,RETAIL,18,TEL#_CGW*.BDS,0.671,OLT01**BBE*5
28.D19,0.101000004,RETAIL,19,CGW2*.BTC,0.671,OLT01**BBE*5
28.D20,0.101000004,RETAIL,20,CGW*.BDS,0.671,OLT01**BBE*5
28.D21,0.101000004,RETAIL,21,CGW2*.BTC,0.671,OLT01**BBE*5
28.D22,0.101000004,RETAIL,22,CGW*.BDS,0.671,OLT01**BBE*5
28.D23,0.101000004,RETAIL,23,CGW2*.BTC,0.671,OLT01**BBE*5
28.D24,0.101000004,RETAIL,24,CGW*.BDS,0.671,OLT01**BBE*5
28.D25,0.101000004,RETAIL,25,CGW2*.BTC,0.671,OLT01**BBE*5
28.D26,0.101000004,RETAIL,26,CGW*.BDS,0.671,OLT01**BBE*5
28.D27,0.201000005,EBIS,27,CGW2*.BTC,1.342,OLT01**BBE*5
28.D28,0.201000005,EBIS,28,CGW*.BDS,1.342,OLT01**BBE*5
28.D29,0.301999986,WHOLESALE,29,CGW*.BDS,2.013,OLT01**BBE*5
28.D30,0.301999986,WHOLESALE,30,CGW*.MDO,2.013,OLT01**BBE*5
28.D31,0.402999997,MOBILE,31,CGW*.BDS,2.684,OLT01**BBE*5
28.D32,0.402999997,MOBILE,32,CGW*.MDO,2.684,OLT01**BBE*5
28.D33,0.101000004,RETAIL,33,CNGoogle,0.671,OLT01**BBE*5
28.D34,0.101000004,RETAIL,34,CNFacebook,0.671,OLT01**BBE*5
28.D35,0.101000004,RETAIL,35,CNNetflix,0.671,OLT01**BBE*5
28.D36,0.101000004,RETAIL,36,CNConversant,0.671,OLT01**BBE*5
28.D37,0.101000004,EBIS,37,CNGoogle,0.671,OLT01**BBE*5
28.D38,0.101000004,EBIS,38,CNFacebook,0.671,OLT01**BBE*5
28.D39,0.101000004,EBIS,39,CNNetflix,0.671,OLT01**BBE*5
28.D40,0.101000004,EBIS,40,CNConversant,0.671,OLT01**BBE*5
28.D41,0.101000004,WHOLESALE,41,CNGoogle,0.671,OLT01**BBE*5
28.D42,0.101000004,WHOLESALE,42,CNFacebook,0.671,OLT01**BBE*5
28.D43,0.101000004,WHOLESALE,43,CNNetflix,0.671,OLT01**BBE*5
28.D44,0.101000004,WHOLESALE,44,CNConversant,0.671,OLT01**BBE*5
28.D45,0.201000005,MOBILE,45,CNGoogle,1.342,OLT01**BBE*5
28.D46,0.201000005,MOBILE,46,CNFacebook,1.342,OLT01**BBE*5
28.D47,0.201000005,MOBILE,47,CNNetflix,1.342,OLT01**BBE*5
28.D48,0.201000005,MOBILE,48,CNConversant,1.342,OLT01**BBE*5
28.D49,0.134000003,RETAIL,49,CNIptv,0.894666667,OLT01**BBE*5
28.D50,0.134000003,EBIS,50,CNIptv,0.894666667,OLT01**BBE*5
29.D1,0.005,RETAIL,1,CGW2*.BTC,0.0308,OLT01**DMO*3
29.D2,0.005,RETAIL,2,CGW*.BDS,0.0308,OLT01**DMO*3
29.D3,0.005,RETAIL,3,CGW*.MDO,0.0308,OLT01**DMO*3
29.D4,0.005,RETAIL,4,CGW*.PNK,0.0308,OLT01**DMO*3
29.D5,0.005,RETAIL,5,TEL#_CGW2*.BDS,0.0308,OLT01**DMO*3
29.D6,0.005,RETAIL,6,TEL#_CGW2**BDS,0.0308,OLT01**DMO*3
29.D7,0.005,RETAIL,7,TEL#_CGW*.BDS,0.0308,OLT01**DMO*3
29.D8,0.005,RETAIL,8,CGW2*.BTC,0.0308,OLT01**DMO*3
29.D9,0.005,RETAIL,9,CGW*.BDS,0.0308,OLT01**DMO*3
29.D10,0.005,RETAIL,10,CGW2*.BTC,0.0308,OLT01**DMO*3
29.D11,0.005,RETAIL,11,CGW*.BDS,0.0308,OLT01**DMO*3
29.D12,0.005,RETAIL,12,CGW2*.BTC,0.0308,OLT01**DMO*3
29.D13,0.005,RETAIL,13,CGW*.BDS,0.0308,OLT01**DMO*3
29.D14,0.005,RETAIL,14,CGW*.MDO,0.0308,OLT01**DMO*3
29.D15,0.005,RETAIL,15,CGW*.PNK,0.0308,OLT01**DMO*3
29.D16,0.005,RETAIL,16,TEL#_CGW2*.BDS,0.0308,OLT01**DMO*3
29.D17,0.005,RETAIL,17,TEL#_CGW2**BDS,0.0308,OLT01**DMO*3
29.D18,0.005,RETAIL,18,TEL#_CGW*.BDS,0.0308,OLT01**DMO*3
29.D19,0.005,RETAIL,19,CGW2*.BTC,0.0308,OLT01**DMO*3
29.D20,0.005,RETAIL,20,CGW*.BDS,0.0308,OLT01**DMO*3
29.D21,0.005,RETAIL,21,CGW2*.BTC,0.0308,OLT01**DMO*3
29.D22,0.005,RETAIL,22,CGW*.BDS,0.0308,OLT01**DMO*3
29.D23,0.005,RETAIL,23,CGW2*.BTC,0.0308,OLT01**DMO*3
29.D24,0.005,RETAIL,24,CGW*.BDS,0.0308,OLT01**DMO*3
29.D25,0.005,RETAIL,25,CGW2*.BTC,0.0308,OLT01**DMO*3
29.D26,0.005,RETAIL,26,CGW*.BDS,0.0308,OLT01**DMO*3
29.D27,0.009,EBIS,27,CGW2*.BTC,0.0616,OLT01**DMO*3
29.D28,0.009,EBIS,28,CGW*.BDS,0.0616,OLT01**DMO*3
29.D29,0.014,WHOLESALE,29,CGW*.BDS,0.0924,OLT01**DMO*3
29.D30,0.014,WHOLESALE,30,CGW*.MDO,0.0924,OLT01**DMO*3
29.D31,0.017999999,MOBILE,31,CGW*.BDS,0.1232,OLT01**DMO*3
29.D32,0.017999999,MOBILE,32,CGW*.MDO,0.1232,OLT01**DMO*3
29.D33,0.005,RETAIL,33,CNGoogle,0.0308,OLT01**DMO*3
29.D34,0.005,RETAIL,34,CNFacebook,0.0308,OLT01**DMO*3
29.D35,0.005,RETAIL,35,CNNetflix,0.0308,OLT01**DMO*3
29.D36,0.005,RETAIL,36,CNConversant,0.0308,OLT01**DMO*3
29.D37,0.005,EBIS,37,CNGoogle,0.0308,OLT01**DMO*3
29.D38,0.005,EBIS,38,CNFacebook,0.0308,OLT01**DMO*3
29.D39,0.005,EBIS,39,CNNetflix,0.0308,OLT01**DMO*3
29.D40,0.005,EBIS,40,CNConversant,0.0308,OLT01**DMO*3
29.D41,0.005,WHOLESALE,41,CNGoogle,0.0308,OLT01**DMO*3
29.D42,0.005,WHOLESALE,42,CNFacebook,0.0308,OLT01**DMO*3
29.D43,0.005,WHOLESALE,43,CNNetflix,0.0308,OLT01**DMO*3
29.D44,0.005,WHOLESALE,44,CNConversant,0.0308,OLT01**DMO*3
29.D45,0.009,MOBILE,45,CNGoogle,0.0616,OLT01**DMO*3
29.D46,0.009,MOBILE,46,CNFacebook,0.0616,OLT01**DMO*3
29.D47,0.009,MOBILE,47,CNNetflix,0.0616,OLT01**DMO*3
29.D48,0.009,MOBILE,48,CNConversant,0.0616,OLT01**DMO*3
29.D49,0.006,RETAIL,49,CNIptv,0.041066667,OLT01**DMO*3
29.D50,0.006,EBIS,50,CNIptv,0.041066667,OLT01**DMO*3
30.D1,0.050000001,RETAIL,1,CGW2*.BTC,0.335,OLT01**KDE*5
30.D2,0.050000001,RETAIL,2,CGW*.BDS,0.335,OLT01**KDE*5
30.D3,0.050000001,RETAIL,3,CGW*.MDO,0.335,OLT01**KDE*5
30.D4,0.050000001,RETAIL,4,CGW*.PNK,0.335,OLT01**KDE*5
30.D5,0.050000001,RETAIL,5,TEL#_CGW2*.BDS,0.335,OLT01**KDE*5
30.D6,0.050000001,RETAIL,6,TEL#_CGW2**BDS,0.335,OLT01**KDE*5
30.D7,0.050000001,RETAIL,7,TEL#_CGW*.BDS,0.335,OLT01**KDE*5
30.D8,0.050000001,RETAIL,8,CGW2*.BTC,0.335,OLT01**KDE*5
30.D9,0.050000001,RETAIL,9,CGW*.BDS,0.335,OLT01**KDE*5
30.D10,0.050000001,RETAIL,10,CGW2*.BTC,0.335,OLT01**KDE*5
30.D11,0.050000001,RETAIL,11,CGW*.BDS,0.335,OLT01**KDE*5
30.D12,0.050000001,RETAIL,12,CGW2*.BTC,0.335,OLT01**KDE*5
30.D13,0.050000001,RETAIL,13,CGW*.BDS,0.335,OLT01**KDE*5
30.D14,0.050000001,RETAIL,14,CGW*.MDO,0.335,OLT01**KDE*5
30.D15,0.050000001,RETAIL,15,CGW*.PNK,0.335,OLT01**KDE*5
30.D16,0.050000001,RETAIL,16,TEL#_CGW2*.BDS,0.335,OLT01**KDE*5
30.D17,0.050000001,RETAIL,17,TEL#_CGW2**BDS,0.335,OLT01**KDE*5
30.D18,0.050000001,RETAIL,18,TEL#_CGW*.BDS,0.335,OLT01**KDE*5
30.D19,0.050000001,RETAIL,19,CGW2*.BTC,0.335,OLT01**KDE*5
30.D20,0.050000001,RETAIL,20,CGW*.BDS,0.335,OLT01**KDE*5
30.D21,0.050000001,RETAIL,21,CGW2*.BTC,0.335,OLT01**KDE*5
30.D22,0.050000001,RETAIL,22,CGW*.BDS,0.335,OLT01**KDE*5
30.D23,0.050000001,RETAIL,23,CGW2*.BTC,0.335,OLT01**KDE*5
30.D24,0.050000001,RETAIL,24,CGW*.BDS,0.335,OLT01**KDE*5
30.D25,0.050000001,RETAIL,25,CGW2*.BTC,0.335,OLT01**KDE*5
30.D26,0.050000001,RETAIL,26,CGW*.BDS,0.335,OLT01**KDE*5
30.D27,0.101000004,EBIS,27,CGW2*.BTC,0.67,OLT01**KDE*5
30.D28,0.101000004,EBIS,28,CGW*.BDS,0.67,OLT01**KDE*5
30.D29,0.150999993,WHOLESALE,29,CGW*.BDS,1.005,OLT01**KDE*5
30.D30,0.150999993,WHOLESALE,30,CGW*.MDO,1.005,OLT01**KDE*5
30.D31,0.201000005,MOBILE,31,CGW*.BDS,1.34,OLT01**KDE*5
30.D32,0.201000005,MOBILE,32,CGW*.MDO,1.34,OLT01**KDE*5
30.D33,0.050000001,RETAIL,33,CNGoogle,0.335,OLT01**KDE*5
30.D34,0.050000001,RETAIL,34,CNFacebook,0.335,OLT01**KDE*5
30.D35,0.050000001,RETAIL,35,CNNetflix,0.335,OLT01**KDE*5
30.D36,0.050000001,RETAIL,36,CNConversant,0.335,OLT01**KDE*5
30.D37,0.050000001,EBIS,37,CNGoogle,0.335,OLT01**KDE*5
30.D38,0.050000001,EBIS,38,CNFacebook,0.335,OLT01**KDE*5
30.D39,0.050000001,EBIS,39,CNNetflix,0.335,OLT01**KDE*5
30.D40,0.050000001,EBIS,40,CNConversant,0.335,OLT01**KDE*5
30.D41,0.050000001,WHOLESALE,41,CNGoogle,0.335,OLT01**KDE*5
30.D42,0.050000001,WHOLESALE,42,CNFacebook,0.335,OLT01**KDE*5
30.D43,0.050000001,WHOLESALE,43,CNNetflix,0.335,OLT01**KDE*5
30.D44,0.050000001,WHOLESALE,44,CNConversant,0.335,OLT01**KDE*5
30.D45,0.101000004,MOBILE,45,CNGoogle,0.67,OLT01**KDE*5
30.D46,0.101000004,MOBILE,46,CNFacebook,0.67,OLT01**KDE*5
30.D47,0.101000004,MOBILE,47,CNNetflix,0.67,OLT01**KDE*5
30.D48,0.101000004,MOBILE,48,CNConversant,0.67,OLT01**KDE*5
30.D49,0.067000002,RETAIL,49,CNIptv,0.446666667,OLT01**KDE*5
30.D50,0.067000002,EBIS,50,CNIptv,0.446666667,OLT01**KDE*5
31.D1,0.061999999,RETAIL,1,CGW2*.BTC,0.411,OLT01**KNN*3
31.D2,0.061999999,RETAIL,2,CGW*.BDS,0.411,OLT01**KNN*3
31.D3,0.061999999,RETAIL,3,CGW*.MDO,0.411,OLT01**KNN*3
31.D4,0.061999999,RETAIL,4,CGW*.PNK,0.411,OLT01**KNN*3
31.D5,0.061999999,RETAIL,5,TEL#_CGW2*.BDS,0.411,OLT01**KNN*3
31.D6,0.061999999,RETAIL,6,TEL#_CGW2**BDS,0.411,OLT01**KNN*3
31.D7,0.061999999,RETAIL,7,TEL#_CGW*.BDS,0.411,OLT01**KNN*3
31.D8,0.061999999,RETAIL,8,CGW2*.BTC,0.411,OLT01**KNN*3
31.D9,0.061999999,RETAIL,9,CGW*.BDS,0.411,OLT01**KNN*3
31.D10,0.061999999,RETAIL,10,CGW2*.BTC,0.411,OLT01**KNN*3
31.D11,0.061999999,RETAIL,11,CGW*.BDS,0.411,OLT01**KNN*3
31.D12,0.061999999,RETAIL,12,CGW2*.BTC,0.411,OLT01**KNN*3
31.D13,0.061999999,RETAIL,13,CGW*.BDS,0.411,OLT01**KNN*3
31.D14,0.061999999,RETAIL,14,CGW*.MDO,0.411,OLT01**KNN*3
31.D15,0.061999999,RETAIL,15,CGW*.PNK,0.411,OLT01**KNN*3
31.D16,0.061999999,RETAIL,16,TEL#_CGW2*.BDS,0.411,OLT01**KNN*3
31.D17,0.061999999,RETAIL,17,TEL#_CGW2**BDS,0.411,OLT01**KNN*3
31.D18,0.061999999,RETAIL,18,TEL#_CGW*.BDS,0.411,OLT01**KNN*3
31.D19,0.061999999,RETAIL,19,CGW2*.BTC,0.411,OLT01**KNN*3
31.D20,0.061999999,RETAIL,20,CGW*.BDS,0.411,OLT01**KNN*3
31.D21,0.061999999,RETAIL,21,CGW2*.BTC,0.411,OLT01**KNN*3
31.D22,0.061999999,RETAIL,22,CGW*.BDS,0.411,OLT01**KNN*3
31.D23,0.061999999,RETAIL,23,CGW2*.BTC,0.411,OLT01**KNN*3
31.D24,0.061999999,RETAIL,24,CGW*.BDS,0.411,OLT01**KNN*3
31.D25,0.061999999,RETAIL,25,CGW2*.BTC,0.411,OLT01**KNN*3
31.D26,0.061999999,RETAIL,26,CGW*.BDS,0.411,OLT01**KNN*3
31.D27,0.123000003,EBIS,27,CGW2*.BTC,0.822,OLT01**KNN*3
31.D28,0.123000003,EBIS,28,CGW*.BDS,0.822,OLT01**KNN*3
31.D29,0.185000002,WHOLESALE,29,CGW*.BDS,1.233,OLT01**KNN*3
31.D30,0.185000002,WHOLESALE,30,CGW*.MDO,1.233,OLT01**KNN*3
31.D31,0.246999994,MOBILE,31,CGW*.BDS,1.644,OLT01**KNN*3
31.D32,0.246999994,MOBILE,32,CGW*.MDO,1.644,OLT01**KNN*3
31.D33,0.061999999,RETAIL,33,CNGoogle,0.411,OLT01**KNN*3
31.D34,0.061999999,RETAIL,34,CNFacebook,0.411,OLT01**KNN*3
31.D35,0.061999999,RETAIL,35,CNNetflix,0.411,OLT01**KNN*3
31.D36,0.061999999,RETAIL,36,CNConversant,0.411,OLT01**KNN*3
31.D37,0.061999999,EBIS,37,CNGoogle,0.411,OLT01**KNN*3
31.D38,0.061999999,EBIS,38,CNFacebook,0.411,OLT01**KNN*3
31.D39,0.061999999,EBIS,39,CNNetflix,0.411,OLT01**KNN*3
31.D40,0.061999999,EBIS,40,CNConversant,0.411,OLT01**KNN*3
31.D41,0.061999999,WHOLESALE,41,CNGoogle,0.411,OLT01**KNN*3
31.D42,0.061999999,WHOLESALE,42,CNFacebook,0.411,OLT01**KNN*3
31.D43,0.061999999,WHOLESALE,43,CNNetflix,0.411,OLT01**KNN*3
31.D44,0.061999999,WHOLESALE,44,CNConversant,0.411,OLT01**KNN*3
31.D45,0.123000003,MOBILE,45,CNGoogle,0.822,OLT01**KNN*3
31.D46,0.123000003,MOBILE,46,CNFacebook,0.822,OLT01**KNN*3
31.D47,0.123000003,MOBILE,47,CNNetflix,0.822,OLT01**KNN*3
31.D48,0.123000003,MOBILE,48,CNConversant,0.822,OLT01**KNN*3
31.D49,0.082000002,RETAIL,49,CNIptv,0.548,OLT01**KNN*3
31.D50,0.082000002,EBIS,50,CNIptv,0.548,OLT01**KNN*3
32.D1,0.071000002,RETAIL,1,CGW2*.BTC,0.472,OLT01**KRP*5
32.D2,0.071000002,RETAIL,2,CGW*.BDS,0.472,OLT01**KRP*5
32.D3,0.071000002,RETAIL,3,CGW*.MDO,0.472,OLT01**KRP*5
32.D4,0.071000002,RETAIL,4,CGW*.PNK,0.472,OLT01**KRP*5
32.D5,0.071000002,RETAIL,5,TEL#_CGW2*.BDS,0.472,OLT01**KRP*5
32.D6,0.071000002,RETAIL,6,TEL#_CGW2**BDS,0.472,OLT01**KRP*5
32.D7,0.071000002,RETAIL,7,TEL#_CGW*.BDS,0.472,OLT01**KRP*5
32.D8,0.071000002,RETAIL,8,CGW2*.BTC,0.472,OLT01**KRP*5
32.D9,0.071000002,RETAIL,9,CGW*.BDS,0.472,OLT01**KRP*5
32.D10,0.071000002,RETAIL,10,CGW2*.BTC,0.472,OLT01**KRP*5
32.D11,0.071000002,RETAIL,11,CGW*.BDS,0.472,OLT01**KRP*5
32.D12,0.071000002,RETAIL,12,CGW2*.BTC,0.472,OLT01**KRP*5
32.D13,0.071000002,RETAIL,13,CGW*.BDS,0.472,OLT01**KRP*5
32.D14,0.071000002,RETAIL,14,CGW*.MDO,0.472,OLT01**KRP*5
32.D15,0.071000002,RETAIL,15,CGW*.PNK,0.472,OLT01**KRP*5
32.D16,0.071000002,RETAIL,16,TEL#_CGW2*.BDS,0.472,OLT01**KRP*5
32.D17,0.071000002,RETAIL,17,TEL#_CGW2**BDS,0.472,OLT01**KRP*5
32.D18,0.071000002,RETAIL,18,TEL#_CGW*.BDS,0.472,OLT01**KRP*5
32.D19,0.071000002,RETAIL,19,CGW2*.BTC,0.472,OLT01**KRP*5
32.D20,0.071000002,RETAIL,20,CGW*.BDS,0.472,OLT01**KRP*5
32.D21,0.071000002,RETAIL,21,CGW2*.BTC,0.472,OLT01**KRP*5
32.D22,0.071000002,RETAIL,22,CGW*.BDS,0.472,OLT01**KRP*5
32.D23,0.071000002,RETAIL,23,CGW2*.BTC,0.472,OLT01**KRP*5
32.D24,0.071000002,RETAIL,24,CGW*.BDS,0.472,OLT01**KRP*5
32.D25,0.071000002,RETAIL,25,CGW2*.BTC,0.472,OLT01**KRP*5
32.D26,0.071000002,RETAIL,26,CGW*.BDS,0.472,OLT01**KRP*5
32.D27,0.142000005,EBIS,27,CGW2*.BTC,0.944,OLT01**KRP*5
32.D28,0.142000005,EBIS,28,CGW*.BDS,0.944,OLT01**KRP*5
32.D29,0.211999997,WHOLESALE,29,CGW*.BDS,1.416,OLT01**KRP*5
32.D30,0.211999997,WHOLESALE,30,CGW*.MDO,1.416,OLT01**KRP*5
32.D31,0.282999992,MOBILE,31,CGW*.BDS,1.888,OLT01**KRP*5
32.D32,0.282999992,MOBILE,32,CGW*.MDO,1.888,OLT01**KRP*5
32.D33,0.071000002,RETAIL,33,CNGoogle,0.472,OLT01**KRP*5
32.D34,0.071000002,RETAIL,34,CNFacebook,0.472,OLT01**KRP*5
32.D35,0.071000002,RETAIL,35,CNNetflix,0.472,OLT01**KRP*5
32.D36,0.071000002,RETAIL,36,CNConversant,0.472,OLT01**KRP*5
32.D37,0.071000002,EBIS,37,CNGoogle,0.472,OLT01**KRP*5
32.D38,0.071000002,EBIS,38,CNFacebook,0.472,OLT01**KRP*5
32.D39,0.071000002,EBIS,39,CNNetflix,0.472,OLT01**KRP*5
32.D40,0.071000002,EBIS,40,CNConversant,0.472,OLT01**KRP*5
32.D41,0.071000002,WHOLESALE,41,CNGoogle,0.472,OLT01**KRP*5
32.D42,0.071000002,WHOLESALE,42,CNFacebook,0.472,OLT01**KRP*5
32.D43,0.071000002,WHOLESALE,43,CNNetflix,0.472,OLT01**KRP*5
32.D44,0.071000002,WHOLESALE,44,CNConversant,0.472,OLT01**KRP*5
32.D45,0.142000005,MOBILE,45,CNGoogle,0.944,OLT01**KRP*5
32.D46,0.142000005,MOBILE,46,CNFacebook,0.944,OLT01**KRP*5
32.D47,0.142000005,MOBILE,47,CNNetflix,0.944,OLT01**KRP*5
32.D48,0.142000005,MOBILE,48,CNConversant,0.944,OLT01**KRP*5
32.D49,0.093999997,RETAIL,49,CNIptv,0.629333333,OLT01**KRP*5
32.D50,0.093999997,EBIS,50,CNIptv,0.629333333,OLT01**KRP*5
33.D1,0.046,RETAIL,1,CGW2*.BTC,0.307,OLT01**LKI*3
33.D2,0.046,RETAIL,2,CGW*.BDS,0.307,OLT01**LKI*3
33.D3,0.046,RETAIL,3,CGW*.MDO,0.307,OLT01**LKI*3
33.D4,0.046,RETAIL,4,CGW*.PNK,0.307,OLT01**LKI*3
33.D5,0.046,RETAIL,5,TEL#_CGW2*.BDS,0.307,OLT01**LKI*3
33.D6,0.046,RETAIL,6,TEL#_CGW2**BDS,0.307,OLT01**LKI*3
33.D7,0.046,RETAIL,7,TEL#_CGW*.BDS,0.307,OLT01**LKI*3
33.D8,0.046,RETAIL,8,CGW2*.BTC,0.307,OLT01**LKI*3
33.D9,0.046,RETAIL,9,CGW*.BDS,0.307,OLT01**LKI*3
33.D10,0.046,RETAIL,10,CGW2*.BTC,0.307,OLT01**LKI*3
33.D11,0.046,RETAIL,11,CGW*.BDS,0.307,OLT01**LKI*3
33.D12,0.046,RETAIL,12,CGW2*.BTC,0.307,OLT01**LKI*3
33.D13,0.046,RETAIL,13,CGW*.BDS,0.307,OLT01**LKI*3
33.D14,0.046,RETAIL,14,CGW*.MDO,0.307,OLT01**LKI*3
33.D15,0.046,RETAIL,15,CGW*.PNK,0.307,OLT01**LKI*3
33.D16,0.046,RETAIL,16,TEL#_CGW2*.BDS,0.307,OLT01**LKI*3
33.D17,0.046,RETAIL,17,TEL#_CGW2**BDS,0.307,OLT01**LKI*3
33.D18,0.046,RETAIL,18,TEL#_CGW*.BDS,0.307,OLT01**LKI*3
33.D19,0.046,RETAIL,19,CGW2*.BTC,0.307,OLT01**LKI*3
33.D20,0.046,RETAIL,20,CGW*.BDS,0.307,OLT01**LKI*3
33.D21,0.046,RETAIL,21,CGW2*.BTC,0.307,OLT01**LKI*3
33.D22,0.046,RETAIL,22,CGW*.BDS,0.307,OLT01**LKI*3
33.D23,0.046,RETAIL,23,CGW2*.BTC,0.307,OLT01**LKI*3
33.D24,0.046,RETAIL,24,CGW*.BDS,0.307,OLT01**LKI*3
33.D25,0.046,RETAIL,25,CGW2*.BTC,0.307,OLT01**LKI*3
33.D26,0.046,RETAIL,26,CGW*.BDS,0.307,OLT01**LKI*3
33.D27,0.092,EBIS,27,CGW2*.BTC,0.614,OLT01**LKI*3
33.D28,0.092,EBIS,28,CGW*.BDS,0.614,OLT01**LKI*3
33.D29,0.137999997,WHOLESALE,29,CGW*.BDS,0.921,OLT01**LKI*3
33.D30,0.137999997,WHOLESALE,30,CGW*.MDO,0.921,OLT01**LKI*3
33.D31,0.184,MOBILE,31,CGW*.BDS,1.228,OLT01**LKI*3
33.D32,0.184,MOBILE,32,CGW*.MDO,1.228,OLT01**LKI*3
33.D33,0.046,RETAIL,33,CNGoogle,0.307,OLT01**LKI*3
33.D34,0.046,RETAIL,34,CNFacebook,0.307,OLT01**LKI*3
33.D35,0.046,RETAIL,35,CNNetflix,0.307,OLT01**LKI*3
33.D36,0.046,RETAIL,36,CNConversant,0.307,OLT01**LKI*3
33.D37,0.046,EBIS,37,CNGoogle,0.307,OLT01**LKI*3
33.D38,0.046,EBIS,38,CNFacebook,0.307,OLT01**LKI*3
33.D39,0.046,EBIS,39,CNNetflix,0.307,OLT01**LKI*3
33.D40,0.046,EBIS,40,CNConversant,0.307,OLT01**LKI*3
33.D41,0.046,WHOLESALE,41,CNGoogle,0.307,OLT01**LKI*3
33.D42,0.046,WHOLESALE,42,CNFacebook,0.307,OLT01**LKI*3
33.D43,0.046,WHOLESALE,43,CNNetflix,0.307,OLT01**LKI*3
33.D44,0.046,WHOLESALE,44,CNConversant,0.307,OLT01**LKI*3
33.D45,0.092,MOBILE,45,CNGoogle,0.614,OLT01**LKI*3
33.D46,0.092,MOBILE,46,CNFacebook,0.614,OLT01**LKI*3
33.D47,0.092,MOBILE,47,CNNetflix,0.614,OLT01**LKI*3
33.D48,0.092,MOBILE,48,CNConversant,0.614,OLT01**LKI*3
33.D49,0.061000001,RETAIL,49,CNIptv,0.409333333,OLT01**LKI*3
33.D50,0.061000001,EBIS,50,CNIptv,0.409333333,OLT01**LKI*3
34.D1,0.207000002,RETAIL,1,CGW2*.BTC,1.377,OLT01**PMET*3
